source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,parallax_over_error,num_selected_g_fov,G_abs
5917394215723943168,257.03972210735014,-55.78399930121599,2.9364603287598765,0.38461778,17.802883,1.5071888,7.6347494,38,10.142003837944774
5917246709365011712,256.92860298608866,-56.75623180952369,1.9715054537903187,0.30603895,16.98046,0.9860344,6.4420085,86,8.454449127271761
5961174157445327872,265.39821054356497,-39.39564671833802,2.4953712524148393,0.38470933,19.380896,1.6031952,6.486381,47,11.366571452358416
5961243358004727424,266.2333998629563,-38.98100978847353,1.333149302073623,0.21344651,18.780851,1.6174335,6.245824,47,9.40524531238934
5917341439166935552,257.4435462041573,-55.96458464458735,1.378451494680585,0.23026657,18.271461,1.3513489,5.986329,67,8.968418930018508
5961175501795365248,265.4354586429862,-39.332075409988555,3.7646103197367164,0.25079975,17.263159,1.4450111,15.010423,47,10.14175894028161
5961194605782505088,266.090650991411,-39.04291030565863,4.253395834417361,0.6419427,19.415636,1.6759453,6.6258183,44,12.559315069660064
5961214603159354368,265.6498469702064,-38.87825613021909,7.220235806766133,0.57151854,19.675184,1.737318,12.633423,45,13.967941157327928
5961199209991299840,265.9125509022853,-38.973646410542635,3.0019288272166507,0.44664338,19.568958,1.9248009,6.7210865,45,11.955960239139722
5961265107727159296,267.06622038181234,-38.69688445242035,1.9588521799923584,0.24705477,18.824793,1.4331837,7.9288177,37,10.284801183219397
5253619084693435264,160.27717917850114,-62.11621758568995,1.2301427808160101,0.23917155,18.308773,1.2421093,5.143349,41,8.758550652121869
5961167594744837248,265.3141636372057,-39.49298309945891,3.7028783367499054,0.6167817,19.663101,1.537672,6.0035477,50,12.505798410943262
5961168694228816128,265.26973488878895,-39.43480063828597,2.2597417694278628,0.34307843,18.276966,1.583231,6.5866623,43,10.047260161238412
5961186599962988928,265.8927070810963,-39.22663793338465,1.3330395693355312,0.228719,18.667215,1.8214417,5.8282857,48,9.291430552307643
5253705568178904960,159.8433856867809,-61.651853240007476,1.1333955574896304,0.17405109,17.357664,1.0643559,6.511855,42,7.629571638415362
5961240093833587968,266.2035628443581,-39.116238428029504,2.4542140244272783,0.4603829,19.386759,1.5403862,5.3308105,38,11.336320971937823
5961151381218512512,265.511857785781,-39.607078126237205,3.3721378251078384,0.5585564,17.204933,1.4093628,6.037238,39,9.84445974991595
5961171443036934272,265.13950310664677,-39.386446778681275,1.5632687349779115,0.26647282,19.177378,1.6832867,5.866522,39,10.147545911713669
5253670074594015232,159.59860337754074,-62.0485543981574,2.0364634132179633,0.38533732,18.127848,1.4002972,5.284885,39,9.672230731636839
5542667600581606016,128.06283112322924,-35.50021243939754,1.88955584945014,0.3766428,18.982157,1.3908291,5.0168376,28,10.363955417788949
5961223291845359872,266.3438348315553,-39.295370545020454,2.379167023856297,0.2603898,18.90688,1.4387684,9.136944,42,10.78900408372804
5542933063925589376,124.87012633298717,-36.11537462216691,2.1249387235120287,0.28356618,17.617897,1.5033684,7.4936256,25,9.254629088154125
6030069422930040320,255.15529086139267,-28.839397594716466,2.3006735355467662,0.214695,17.911383,1.221098,10.716008,75,9.720657659497428
5253684265132744832,158.966575443614,-61.92789490939696,1.237014453804797,0.17471991,18.003967,1.4843788,7.079985,43,8.465841155860433
6030113536467731840,254.76090509719046,-28.848993765663035,1.1804795923241393,0.11606959,17.35279,1.2266216,10.170446,58,7.713083250340301
6030114227991216000,254.8291310176408,-28.776373207317135,1.97782288894745,0.37093478,19.371494,1.2269783,5.3319964,54,10.852431286149976
6030052277348974720,255.36065957354995,-28.977773027563405,2.4343161985799235,0.38126895,19.174376,2.0998878,6.384774,60,11.106260479081362
6030119828625837312,255.16203760543354,-28.693645307746895,1.0747184246281087,0.20562193,18.695114,1.1501427,5.226672,67,8.851587607473084
